Gene	Name/Alias	HGNC ID	Location	Metabolic pathway	Reference
SLC1A1	solute carrier family 1 member 1	HGNC:10939	9p24.2	Transport reactions	
SLC1A2	solute carrier family 1 member 2	HGNC:10940	11p13	Transport reactions	
SLC1A3	solute carrier family 1 member 3	HGNC:10941	5p13.2	Transport reactions	
SLC1A4	solute carrier family 1 member 4	HGNC:10942	2p14	Transport reactions	
SLC1A5	solute carrier family 1 member 5	HGNC:10943	19q13.32	Transport reactions	
SLC1A6	solute carrier family 1 member 6	HGNC:10944	19p13.12	Transport reactions	
SLC1A7	solute carrier family 1 member 7	HGNC:10945	1p32.3	Transport reactions	
SLC20A1	solute carrier family 20 member 1	HGNC:10946	2q14.1	Transport reactions	
SLC20A2	solute carrier family 20 member 2	HGNC:10947	8p11.21	Transport reactions	
SLC22A1	solute carrier family 22 member 1	HGNC:10963	6q25.3	Transport reactions	
SLC22A10	solute carrier family 22 member 10	HGNC:18057	11q12.3	Transport reactions	
SLC22A11	solute carrier family 22 member 11	HGNC:18120	11q13.1	Transport reactions	
SLC22A12	solute carrier family 22 member 12	HGNC:17989	11q13.1	Transport reactions	
SLC22A18	solute carrier family 22 member 18	HGNC:10964	11p15.4	Transport reactions	
SLC22A2	solute carrier family 22 member 2	HGNC:10966	6q25.3	Transport reactions	
SLC22A3	solute carrier family 22 member 3	HGNC:10967	6q25.3	Transport reactions	
SLC22A4	solute carrier family 22 member 4	HGNC:10968	5q31.1	Transport reactions	
SLC22A5	solute carrier family 22 member 5	HGNC:10969	5q31.1	Transport reactions	
SLC22A6	solute carrier family 22 member 6	HGNC:10970	11q12.3	Transport reactions	
SLC22A7	solute carrier family 22 member 7	HGNC:10971	6p21.1	Transport reactions	
SLC22A8	solute carrier family 22 member 8	HGNC:10972	11q12.3	Transport reactions	
SLC23A1	solute carrier family 23 member 1	HGNC:10974	5q31.2	Transport reactions	
SLC23A2	solute carrier family 23 member 2	HGNC:10973	20p13	Transport reactions	
SLC23A2	solute carrier family 23 member 2	HGNC:10973	20p13	Transport reactions	
SLC23A1	solute carrier family 23 member 1	HGNC:10974	5q31.2	Transport reactions	
SLC24A1	solute carrier family 24 member 1	HGNC:10975	15q22.31	Transport reactions	
SLC24A2	solute carrier family 24 member 2	HGNC:10976	9p22.1	Transport reactions	
SLC25A1	solute carrier family 25 member 1	HGNC:10979	22q11.21	Transport reactions	
SLC25A10	solute carrier family 25 member 10	HGNC:10980	17q25.3	Transport reactions	
SLC25A11	solute carrier family 25 member 11	HGNC:10981	17p13.2	Transport reactions	
SLC25A12	solute carrier family 25 member 12	HGNC:10982	2q31.1	Transport reactions	
SLC25A13	solute carrier family 25 member 13	HGNC:10983	7q21.3	Transport reactions	
SLC25A14	solute carrier family 25 member 14	HGNC:10984	Xq26.1	Transport reactions	
SLC25A15	solute carrier family 25 member 15	HGNC:10985	13q14.11	Transport reactions	
SLC25A16	solute carrier family 25 member 16	HGNC:10986	10q21.3	Transport reactions	
SLC25A17	solute carrier family 25 member 17	HGNC:10987	22q13.2	Transport reactions	
SLC25A18	solute carrier family 25 member 18	HGNC:10988	22q11.21	Transport reactions	
SLC25A19	solute carrier family 25 member 19	HGNC:14409	17q25.1	Transport reactions	
SLC25A2	solute carrier family 25 member 2	HGNC:22921	5q31.3	Transport reactions	
SLC25A20	solute carrier family 25 member 20	HGNC:1421	3p21.31	Transport reactions	
SLC25A22	solute carrier family 25 member 22	HGNC:19954	11p15.5	Transport reactions	
SLC25A26	solute carrier family 25 member 26	HGNC:20661	3p14.1	Transport reactions	
SLC25A27	solute carrier family 25 member 27	HGNC:21065	6p12.3	Transport reactions	
SLC25A3	solute carrier family 25 member 3	HGNC:10989	12q23.1	Transport reactions	
SLC26A11	solute carrier family 26 member 11	HGNC:14471	17q25.3	Transport reactions	
SLC26A4	solute carrier family 26 member 4	HGNC:8818	7q22.3	Transport reactions	
SLC26A6	solute carrier family 26 member 6	HGNC:14472	3p21.31	Transport reactions	
SLC26A7	solute carrier family 26 member 7	HGNC:14467	8q21.3	Transport reactions	
SLC26A8	solute carrier family 26 member 8	HGNC:14468	6p21.31	Transport reactions	
SLC26A9	solute carrier family 26 member 9	HGNC:14469	1q32.1	Transport reactions	
SLC27A1	solute carrier family 27 member 1	HGNC:10995	19p13.11	Transport reactions	
SLC27A2	solute carrier family 27 member 2	HGNC:10996	15q21.2	Transport reactions	
SLC27A3	solute carrier family 27 member 3	HGNC:10997	1q21.3	Transport reactions	
SLC27A4	solute carrier family 27 member 4	HGNC:10998	9q34.11	Transport reactions	
SLC27A5	solute carrier family 27 member 5	HGNC:10999	19q13.43	Transport reactions	
SLC27A6	solute carrier family 27 member 6	HGNC:11000	5q23.3	Transport reactions	
SLC28A1	solute carrier family 28 member 1	HGNC:11001	15q25.3	Transport reactions	
SLC28A2	solute carrier family 28 member 2	HGNC:11002	15q21.1	Transport reactions	
SLC28A3	solute carrier family 28 member 3	HGNC:16484	9q21.32-q21.33	Transport reactions	
SLC29A1	solute carrier family 29 member 1 (Augustine blood group)	HGNC:11003	6p21.1	Transport reactions	
SLC29A2	solute carrier family 29 member 2	HGNC:11004	11q13.2	Transport reactions	
SLC29A3	solute carrier family 29 member 3	HGNC:23096	10q22.1	Transport reactions	
SLC29A4	solute carrier family 29 member 4	HGNC:23097	7p22.1	Transport reactions	
SLC2A1	solute carrier family 2 member 1	HGNC:11005	1p34.2	Transport reactions	
SLC2A10	solute carrier family 2 member 10	HGNC:13444	20q13.12	Transport reactions	
SLC2A2	solute carrier family 2 member 2	HGNC:11006	3q26.2	Transport reactions	
SLC2A3	solute carrier family 2 member 3	HGNC:11007	12p13.31	Transport reactions	
SLC2A4	solute carrier family 2 member 4	HGNC:11009	17p13.1	Transport reactions	
SLC2A5	solute carrier family 2 member 5	HGNC:11010	1p36.23	Transport reactions	
SLC2A8	solute carrier family 2 member 8	HGNC:13812	9q33.3	Transport reactions	
SLC31A1	solute carrier family 31 member 1	HGNC:11016	9q32	Transport reactions	
SLC32A1	solute carrier family 32 member 1	HGNC:11018	20q11.23	Transport reactions	
SLC33A1	solute carrier family 33 member 1	HGNC:95	3q25.31	Transport reactions	
SLC34A1	solute carrier family 34 member 1	HGNC:11019	5q35.3	Transport reactions	
SLC34A2	solute carrier family 34 member 2	HGNC:11020	4p15.2	Transport reactions	
SLC34A3	solute carrier family 34 member 3	HGNC:20305	9q34.3	Transport reactions	
SLC35A2	solute carrier family 35 member A2	HGNC:11022	Xp11.23	Transport reactions	
SLC35A3	solute carrier family 35 member A3	HGNC:11023	1p21.2	Transport reactions	
SLC35B2	solute carrier family 35 member B2	HGNC:16872	6p21.1	Transport reactions	
SLC35B4	solute carrier family 35 member B4	HGNC:20584	7q33	Transport reactions	
SLC35D1	solute carrier family 35 member D1	HGNC:20800	1p31.3	Transport reactions	
SLC35D2	solute carrier family 35 member D2	HGNC:20799	9q22.32	Transport reactions	
SLC36A1	solute carrier family 36 member 1	HGNC:18761	5q33.1	Transport reactions	
SLC36A2	solute carrier family 36 member 2	HGNC:18762	5q33.1	Transport reactions	
SLC36A3	solute carrier family 36 member 3	HGNC:19659	5q33.1	Transport reactions	
SLC36A4	solute carrier family 36 member 4	HGNC:19660	11q21	Transport reactions	
SLC37A1	solute carrier family 37 member 1	HGNC:11024	21q22.3	Transport reactions	
SLC38A1	solute carrier family 38 member 1	HGNC:13447	12q13.11	Transport reactions	
SLC38A2	solute carrier family 38 member 2	HGNC:13448	12q13.11	Transport reactions	
SLC38A3	solute carrier family 38 member 3	HGNC:18044	3p21.31	Transport reactions	
SLC38A4	solute carrier family 38 member 4	HGNC:14679	12q13.11	Transport reactions	
SLC38A5	solute carrier family 38 member 5	HGNC:18070	Xp11.23	Transport reactions	
SLC39A1	solute carrier family 39 member 1	HGNC:12876	1q21.3	Transport reactions	
SLC39A10	solute carrier family 39 member 10	HGNC:20861	2q32.3	Transport reactions	
SLC39A14	solute carrier family 39 member 14	HGNC:20858	8p21.3	Transport reactions	
SLC39A2	solute carrier family 39 member 2	HGNC:17127	14q11.2	Transport reactions	
SLC39A3	solute carrier family 39 member 3	HGNC:17128	19p13.3	Transport reactions	
SLC39A4	solute carrier family 39 member 4	HGNC:17129	8q24.3	Transport reactions	
SLC39A5	solute carrier family 39 member 5	HGNC:20502	12q13.3	Transport reactions	
SLC39A6	solute carrier family 39 member 6	HGNC:18607	18q12.2	Transport reactions	
SLC39A8	solute carrier family 39 member 8	HGNC:20862	4q24	Transport reactions	
SLC3A1	solute carrier family 3 member 1	HGNC:11025	2p21	Transport reactions	
SLC3A2	solute carrier family 3 member 2	HGNC:11026	11q12.3	Transport reactions	
SLC40A1	solute carrier family 40 member 1	HGNC:10909	2q32.2	Transport reactions	
SLC41A1	solute carrier family 41 member 1	HGNC:19429	1q32.1	Transport reactions	
SLC41A2	solute carrier family 41 member 2	HGNC:31045	12q23.3	Transport reactions	
SLC43A1	solute carrier family 43 member 1	HGNC:9225	11q12.1	Transport reactions	
SLC43A2	solute carrier family 43 member 2	HGNC:23087	17p13.3	Transport reactions	
SLC46A1	solute carrier family 46 member 1	HGNC:30521	17q11.2	Transport reactions	
SLC47A1	solute carrier family 47 member 1	HGNC:25588	17p11.2	Transport reactions	
SLC47A2	solute carrier family 47 member 2	HGNC:26439	17p11.2	Transport reactions	
SLC4A1	solute carrier family 4 member 1 (Diego blood group)	HGNC:11027	17q21.31	Transport reactions	
SLC4A10	solute carrier family 4 member 10	HGNC:13811	2q24.2	Transport reactions	
SLC4A4	solute carrier family 4 member 4	HGNC:11030	4q13.3	Transport reactions	
SLC4A5	solute carrier family 4 member 5	HGNC:18168	2p13.1	Transport reactions	
SLC4A4	solute carrier family 4 member 4	HGNC:11030	4q13.3	Transport reactions	
SLC4A7	solute carrier family 4 member 7	HGNC:11033	3p24.1	Transport reactions	
SLC4A8	solute carrier family 4 member 8	HGNC:11034	12q13.13	Transport reactions	
SLC4A9	solute carrier family 4 member 9	HGNC:11035	5q31.3	Transport reactions	
SLC51A	solute carrier family 51 subunit alpha	HGNC:29955	3q29	Transport reactions	
SLC51B	solute carrier family 51 subunit beta	HGNC:29956	15q22.31	Transport reactions	
SLC5A1	solute carrier family 5 member 1	HGNC:11036	22q12.3	Transport reactions	
SLC5A3	solute carrier family 5 member 3	HGNC:11038	21q22.11	Transport reactions	
SLC5A5	solute carrier family 5 member 5	HGNC:11040	19p13.11	Transport reactions	
SLC5A6	solute carrier family 5 member 6	HGNC:11041	2p23.3	Transport reactions	
SLC5A8	solute carrier family 5 member 8	HGNC:19119	12q23.1-q23.2	Transport reactions	
SLC6A1	solute carrier family 6 member 1	HGNC:11042	3p25.3	Transport reactions	
SLC6A11	solute carrier family 6 member 11	HGNC:11044	3p25.3	Transport reactions	
SLC6A12	solute carrier family 6 member 12	HGNC:11045	12p13.33	Transport reactions	
SLC6A13	solute carrier family 6 member 13	HGNC:11046	12p13.33	Transport reactions	
SLC6A14	solute carrier family 6 member 14	HGNC:11047	Xq23	Transport reactions	
SLC6A15	solute carrier family 6 member 15	HGNC:13621	12q21.31	Transport reactions	
SLC6A18	solute carrier family 6 member 18	HGNC:26441	5p15.33	Transport reactions	
SLC6A19	solute carrier family 6 member 19	HGNC:27960	5p15.33	Transport reactions	
SLC6A2	solute carrier family 6 member 2	HGNC:11048	16q12.2	Transport reactions	
SLC6A20	solute carrier family 6 member 20	HGNC:30927	3p21.31	Transport reactions	
SLC6A3	solute carrier family 6 member 3	HGNC:11049	5p15.33	Transport reactions	
SLC6A4	solute carrier family 6 member 4	HGNC:11050	17q11.2	Transport reactions	
SLC6A5	solute carrier family 6 member 5	HGNC:11051	11p15.1	Transport reactions	
SLC6A2	solute carrier family 6 member 2	HGNC:11048	16q12.2	Transport reactions	
SLC6A6	solute carrier family 6 member 6	HGNC:11052	3p25.1	Transport reactions	
SLC6A8	solute carrier family 6 member 8	HGNC:11055	Xq28	Transport reactions	
SLC6A9	solute carrier family 6 member 9	HGNC:11056	1p34.1	Transport reactions	
SLC7A1	solute carrier family 7 member 1	HGNC:11057	13q12.3	Transport reactions	
SLC7A10	solute carrier family 7 member 10	HGNC:11058	19q13.11	Transport reactions	
SLC7A11	solute carrier family 7 member 11	HGNC:11059	4q28.3	Transport reactions	
SLC7A2	solute carrier family 7 member 2	HGNC:11060	8p22	Transport reactions	
SLC7A3	solute carrier family 7 member 3	HGNC:11061	Xq13.1	Transport reactions	
SLC7A5	solute carrier family 7 member 5	HGNC:11063	16q24.2	Transport reactions	
SLC7A6	solute carrier family 7 member 6	HGNC:11064	16q22.1	Transport reactions	
SLC7A7	solute carrier family 7 member 7	HGNC:11065	14q11.2	Transport reactions	
SLC7A9	solute carrier family 7 member 9	HGNC:11067	19q13.11	Transport reactions	
SLC8A1	solute carrier family 8 member A1	HGNC:11068	2p22.1	Transport reactions	
SLC8A2	solute carrier family 8 member A2	HGNC:11069	19q13.32	Transport reactions	
SLC8A3	solute carrier family 8 member A3	HGNC:11070	14q24.2	Transport reactions	
SLC8B1	solute carrier family 8 member B1	HGNC:26175	12q24.13	Transport reactions	
SLC9A1	solute carrier family 9 member A1	HGNC:11071	1p36.11	Transport reactions	
SLC9A2	solute carrier family 9 member A2	HGNC:11072	2q12.1	Transport reactions	
SLC9A3	solute carrier family 9 member A3	HGNC:11073	5p15.33	Transport reactions	
SLCO1A2	solute carrier organic anion transporter family member 1A2	HGNC:10956	12p12.1	Transport reactions	
SLCO1B1	solute carrier organic anion transporter family member 1B1	HGNC:10959	12p12.1	Transport reactions	
SLCO1B3	solute carrier organic anion transporter family member 1B3	HGNC:10961	12p12.2	Transport reactions	
SLCO1C1	solute carrier organic anion transporter family member 1C1	HGNC:13819	12p12.2	Transport reactions	
SLCO2A1	solute carrier organic anion transporter family member 2A1	HGNC:10955	3q22.1-q22.2	Transport reactions	
SLCO2B1	solute carrier organic anion transporter family member 2B1	HGNC:10962	11q13.4	Transport reactions	
SLCO3A1	solute carrier organic anion transporter family member 3A1	HGNC:10952	15q26.1	Transport reactions	
SLCO4A1	solute carrier organic anion transporter family member 4A1	HGNC:10953	20q13.33	Transport reactions	
SREBF1	sterol regulatory element binding transcription factor 1	HGNC:11289	17p11.2	Transport reactions	
SRPK3	SRSF protein kinase 3	HGNC:11402	Xq28	Transport reactions	
SSR4	signal sequence receptor subunit 4	HGNC:11326	Xq28	Transport reactions	
STRA6	signaling receptor and transporter of retinol STRA6	HGNC:30650	15q24.1	Transport reactions	
SULT1A3	sulfotransferase family 1A member 3	HGNC:11455	16p11.2	Transport reactions	
SULT2A1	sulfotransferase family 2A member 1	HGNC:11458	19q13.33	Transport reactions	
SULT2B1	sulfotransferase family 2B member 1	HGNC:11459	19q13.33	Transport reactions	
SUOX	sulfite oxidase	HGNC:11460	12q13.2	Transport reactions	
TAFAZZIN	tafazzin, phospholipid-lysophospholipid transacylase	HGNC:11577	Xq28	Transport reactions	
WWTR1	WW domain containing transcription regulator 1	HGNC:24042	3q25.1	Transport reactions	
TIAM2	TIAM Rac1 associated GEF 2	HGNC:11806	6q25.2-q25.3	Transport reactions	
TNFRSF21	TNF receptor superfamily member 21	HGNC:13469	6p12.3	Transport reactions	
TRIB3	tribbles pseudokinase 3	HGNC:16228	20p13	Transport reactions	
TXNRD1	thioredoxin reductase 1	HGNC:12437	12q23.3	Transport reactions	
UCP1	uncoupling protein 1	HGNC:12517	4q31.1	Transport reactions	
UCP2	uncoupling protein 2	HGNC:12518	11q13.4	Transport reactions	
UCP3	uncoupling protein 3	HGNC:12519	11q13.4	Transport reactions	
UGT2B4	UDP glucuronosyltransferase family 2 member B4	HGNC:12553	4q13.3	Transport reactions	
VAPB	VAMP associated protein B and C	HGNC:12649	20q13.32	Transport reactions	
XPO7	exportin 7	HGNC:14108	8p21.3	Transport reactions	
ACLY	ATP citrate lyase	HGNC:115	17q21.2	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
ACO1	aconitase 1	HGNC:117	9p21.1	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
ACO2	aconitase 2	HGNC:118	22q13.2	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
ALDH1A3	aldehyde dehydrogenase 1 family member A3	HGNC:409	15q26.3	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
ALDH1B1	aldehyde dehydrogenase 1 family member B1	HGNC:407	9p13.1	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
ALDH2	aldehyde dehydrogenase 2 family member	HGNC:404	12q24.12	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
ALDH3A1	aldehyde dehydrogenase 3 family member A1	HGNC:405	17p11.2	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
ALDH3A2	aldehyde dehydrogenase 3 family member A2	HGNC:403	17p11.2	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
ALDH3B1	aldehyde dehydrogenase 3 family member B1	HGNC:410	11q13.2	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
ALDH3B2	aldehyde dehydrogenase 3 family member B2	HGNC:411	11q13.2	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
ALDH7A1	aldehyde dehydrogenase 7 family member A1	HGNC:877	5q23.2	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
ALDH9A1	aldehyde dehydrogenase 9 family member A1	HGNC:412	1q24.1	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
ALDOA	aldolase, fructose-bisphosphate A	HGNC:414	16p11.2	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
ALDOB	aldolase, fructose-bisphosphate B	HGNC:417	9q31.1	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
ALDOC	aldolase, fructose-bisphosphate C	HGNC:418	17q11.2	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
CLYBL	citramalyl-CoA lyase	HGNC:18355	13q32.3	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
CS	citrate synthase	HGNC:2422	12q13.3	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
DHTKD1	dehydrogenase E1 and transketolase domain containing 1	HGNC:23537	10p14	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
DLD	dihydrolipoamide dehydrogenase	HGNC:2898	7q31.1	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
DLST	dihydrolipoamide S-succinyltransferase	HGNC:2911	14q24.3	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
FH	fumarate hydratase	HGNC:3700	1q43	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
GRHPR	glyoxylate and hydroxypyruvate reductase	HGNC:4570	9p13.2	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
HAO1	hydroxyacid oxidase 1	HGNC:4809	20p12.3	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
HAO2	hydroxyacid oxidase 2	HGNC:4810	1p12	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
IDH1	isocitrate dehydrogenase (NADP(+)) 1	HGNC:5382	2q34	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
IDH2	isocitrate dehydrogenase (NADP(+)) 2	HGNC:5383	15q26.1	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
IDH3A	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha	HGNC:5384	15q25.1	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
IDH3B	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta	HGNC:5385	20p13	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
IDH3G	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma	HGNC:5386	Xq28	Tricarboxylic acid cycle and glyoxylate-dicarboxylate metabolism	
